%  hypsometry data
%  created by Bryce Glenn, Julian Cross, and Maciek Obryk
%  orthometric heights
%  based on local datum (WGS84 +53.4 m)
%  Depth h (m)    Area A (m^2)
82.022	2849092
82.122	2856316
82.222	2863772
82.322	2870648
82.422	2878084
82.522	2885340
82.622	2892316
82.722	2899032
82.822	2906140
82.922	2912776
83.022	2919688
83.122	2926348
83.221	2933072
83.321	2939984
83.421	2947092
83.521	2953936
83.621	2960756
83.721	2967500
83.821	2974044
83.921	2980584
84.021	2987088
84.121	2993364
84.221	2999548
84.321	3005916
84.421	3012036
84.520	3018144
84.620	3024440
84.720	3030788
84.820	3037012
84.920	3043136
85.020	3048980
85.120	3055112
85.220	3060936
85.320	3067224
85.420	3073052
85.520	3079148
85.620	3085064
85.719	3090828
85.819	3096704
85.919	3102868
86.019	3109260
86.119	3115332
86.219	3121648
86.319	3127716
86.419	3133640
86.519	3139644
86.619	3145876
86.719	3151676
86.819	3157936
86.919	3164232
87.018	3170448
87.118	3176336
87.218	3182376
87.318	3188548
87.418	3194380
87.518	3200100
87.618	3205960
87.718	3212072
87.818	3218476
87.918	3224512
88.018	3230364
88.118	3236168
88.218	3241888
88.317	3247500
88.417	3253508
88.517	3259116
88.617	3265204
88.717	3271112
88.817	3277112
88.917	3283340
89.017	3289348
89.117	3295344
89.217	3301648
89.317	3307580
89.417	3313736
89.517	3319980
89.616	3326464
89.716	3332900
89.816	3339220
89.916	3345664
90.016	3352320
90.116	3358568
90.216	3364832
90.316	3371356
90.416	3377980
90.516	3386484
90.616	3396524
90.716	3406684
90.815	3415744
90.915	3424196
91.015	3432172
91.115	3439304
91.215	3446456
91.315	3453696
91.415	3460776
91.515	3468080
91.615	3475592
91.715	3482604
91.815	3489604
91.915	3496804
92.015	3504052
92.114	3511136
92.214	3517856
92.314	3524676
92.414	3531492
92.514	3538308
92.614	3544692
92.714	3551148
92.814	3558076
92.914	3564756
93.014	3571164
93.114	3577636
93.214	3584148
93.314	3590572
93.413	3596780
93.513	3603000
93.613	3609068
93.713	3614964
93.813	3620696
93.913	3626844
94.013	3632848
94.113	3638648
94.213	3644740
94.313	3650600
94.413	3656628
94.513	3662756
94.613	3669092
94.712	3674508
94.812	3680468
94.912	3686416
95.012	3692240
95.112	3698128
95.16	3714092
95.26	3720084
95.36	3726008
95.46	3731864
95.56	3738184
95.66	3744308
95.76	3750400
95.86	3756796
95.96	3763104
96.06	3769528
96.16	3775812
96.26	3782416
96.36	3788880
96.46	3795248
96.56	3801700
96.66	3807916
96.76	3813996
96.86	3820312
96.96	3826424
97.06	3832392
97.16	3838372
97.26	3844292
97.36	3850328
97.46	3855972
97.56	3861560
97.66	3867716
97.76	3873596
97.86	3879652
97.96	3885832
98.06	3891784
98.16	3897732
98.26	3903980
98.36	3910220
98.46	3916128
98.56	3922188
98.66	3928188
98.76	3934552
98.86	3941180
98.96	3947672
99.06	3954004
99.16	3959944
99.26	3965808
99.36	3971632
99.46	3977356
99.56	3983292
99.66	3989004
99.76	3994840
99.86	4000628
99.96	4006448
100.06	4012232
