% load Q_glacier data 
% time (years) Q_glacier (m^3 year^-1) 
-22000 	 	 4943253.833352 
-21999 	 	 1386856.661376 
-21998 	 	 1261585.594461 
-21997 	 	 1354562.837151 
-21996 	 	 2527816.690027 
-21995 	 	 387341.624577 
-21994 	 	 17100681.674417 
-21993 	 	 519463.592668 
-21992 	 	 898868.249412 
-21991 	 	 6942122.807961 
-21990 	 	 4838616.603482 
-21989 	 	 1910567.733213 
-21988 	 	 1175380.658371 
-21987 	 	 9130383.782787 
-21986 	 	 1032587.430637 
-21985 	 	 11059511.372809 
-21984 	 	 3346462.579507 
-21983 	 	 2647343.101477 
-21982 	 	 4943253.833352 
-21981 	 	 1386856.661376 
-21980 	 	 1261585.594461 
-21979 	 	 1354562.837151 
-21978 	 	 2527816.690027 
-21977 	 	 387341.624577 
-21976 	 	 17100681.674417 
-21975 	 	 519463.592668 
-21974 	 	 898868.249412 
-21973 	 	 6942122.807961 
-21972 	 	 4838616.603482 
-21971 	 	 1910567.733213 
-21970 	 	 1175380.658371 
-21969 	 	 9130383.782787 
-21968 	 	 1032587.430637 
-21967 	 	 11059511.372809 
-21966 	 	 3346462.579507 
-21965 	 	 2647343.101477 
-21964 	 	 4943253.833352 
-21963 	 	 1386856.661376 
-21962 	 	 1261585.594461 
-21961 	 	 1354562.837151 
-21960 	 	 2527816.690027 
-21959 	 	 387341.624577 
-21958 	 	 17100681.674417 
-21957 	 	 519463.592668 
-21956 	 	 898868.249412 
-21955 	 	 6942122.807961 
-21954 	 	 4838616.603482 
-21953 	 	 1910567.733213 
-21952 	 	 1175380.658371 
-21951 	 	 9130383.782787 
-21950 	 	 1032587.430637 
-21949 	 	 11059511.372809 
-21948 	 	 3346462.579507 
-21947 	 	 2647343.101477 
-21946 	 	 4943253.833352 
-21945 	 	 1386856.661376 
-21944 	 	 1261585.594461 
-21943 	 	 1354562.837151 
-21942 	 	 2527816.690027 
-21941 	 	 387341.624577 
-21940 	 	 17100681.674417 
-21939 	 	 519463.592668 
-21938 	 	 898868.249412 
-21937 	 	 6942122.807961 
-21936 	 	 4838616.603482 
-21935 	 	 1910567.733213 
-21934 	 	 1175380.658371 
-21933 	 	 9130383.782787 
-21932 	 	 1032587.430637 
-21931 	 	 11059511.372809 
-21930 	 	 3346462.579507 
-21929 	 	 2647343.101477 
-21928 	 	 4943253.833352 
-21927 	 	 1386856.661376 
